4.572156909850373552e+01,4.152936671348314945e+01,3.609078660532889415e+01,3.040262590374999263e+01,2.423445416500000249e+01,2.131773892937501103e+01
3.568354150124689284e+01,3.251475681515404403e+01,2.709789922281248664e+01,2.510015843820225712e+01,2.091297099999999887e+01,1.447073060590000182e+01
3.545006408728180247e+01,3.120490628125000399e+01,2.591817400000000760e+01,2.390059763463780484e+01,1.570595715999999697e+01,1.416437989030001177e+01
3.502763859251871281e+01,3.039110450875000424e+01,2.537467471067417080e+01,2.136874533492922978e+01,1.550707024000000445e+01,1.354617853000000594e+01
3.486555459102245891e+01,2.921366084269664043e+01,2.322993162500000608e+01,2.053868601165694940e+01,1.511267718400000604e+01,1.346114774800000191e+01
3.132897321695762116e+01,2.757960524344569819e+01,2.160684025312239953e+01,1.960654362540624618e+01,1.495379080062467381e+01,1.262174006551724403e+01
3.130424252000001673e+01,2.708979858490566528e+01,2.037334690607512755e+01,1.845824805745212416e+01,1.427035794400001123e+01,1.257192275199999187e+01
3.079473851371572835e+01,2.678982616745282996e+01,2.007028835636968722e+01,1.824020982624999476e+01,1.338150279623823735e+01,1.173956366475795221e+01
2.970697722693267906e+01,2.635534260299627363e+01,1.981220106296296990e+01,1.694114802158274813e+01,1.324866160000000548e+01,1.083218901666668899e+01
2.832449838202248316e+01,2.527592984615385774e+01,1.887752999999999304e+01,1.668901713999999004e+01,1.281456308800001409e+01,1.044710146187499333e+01
