5.931182908527515707e+01,6.306651194547707462e+01,6.891760802478314929e+01,7.084589749752474575e+01,7.400499176208177232e+01,7.926287695136250022e+01
6.453989322077651991e+01,6.789460327652453486e+01,7.321635709807929970e+01,7.497654199009900822e+01,7.994767528327135153e+01,8.141372601156068356e+01
6.581710284097479757e+01,6.914932031482399566e+01,7.518172885445542875e+01,7.751193246468402265e+01,8.161104002973978311e+01,8.306061051445085752e+01
6.872749217821780121e+01,7.137924053531597224e+01,7.866397200371747545e+01,8.103280653839802028e+01,8.410584825780861706e+01,8.545078687154067154e+01
6.885197061386138273e+01,7.221427803903345932e+01,7.946905043699420901e+01,8.144522594795539305e+01,8.616022971938522801e+01,8.711309772759190651e+01
6.892132436683166929e+01,7.230819545539031878e+01,7.981991610247830238e+01,8.213779352601157768e+01,8.649814077620227692e+01,8.771270422924411037e+01
6.925233277227721373e+01,7.476066617100369172e+01,8.040249389306357841e+01,8.250835484293681077e+01,8.689369796727814332e+01,8.784358603676164989e+01
7.026591386633663205e+01,7.488601431226764760e+01,8.145173400000000186e+01,8.359229228624535324e+01,8.770982399999999757e+01,8.952411299999999983e+01
7.140433579950493481e+01,7.519876628252787043e+01,8.191204634104045113e+01,8.410538700000000745e+01,8.799438556271690004e+01,9.064204621354812730e+01
7.187332799999998656e+01,7.660976090008256278e+01,8.234715894609665554e+01,8.525373725743496323e+01,8.819606909271195150e+01,9.144777208591490592e+01
