7.152296339999999475e+01,7.658559914999999307e+01,8.173871989999999244e+01,8.258927889999999650e+01,8.432749574999999709e+01,8.608380959999998083e+01
7.269040799999999081e+01,7.784358299999999531e+01,8.308960799999999836e+01,8.396239799999999320e+01,8.573768999999998641e+01,8.753155200000000491e+01
7.276378199999999197e+01,7.793022449999999424e+01,8.319051699999999983e+01,8.407270699999999408e+01,8.585867249999998307e+01,8.766340799999998978e+01
7.294972439999997960e+01,7.812665639999998746e+01,8.339737339999999222e+01,8.427895239999999433e+01,8.606649449999999035e+01,8.787279359999999429e+01
7.306483799999999462e+01,7.823140050000000656e+01,8.348981299999998384e+01,8.435320299999999349e+01,8.612315249999998912e+01,8.791147199999998918e+01
7.330007999999999413e+01,7.850734500000000082e+01,8.380945999999998719e+01,8.470104999999999507e+01,8.650319999999999254e+01,8.832432000000000016e+01
7.362633599999999490e+01,7.883522100000000421e+01,8.413695599999998365e+01,8.500974599999999270e+01,8.679618000000000677e+01,8.860118400000000349e+01
7.428705899999998508e+01,7.955071424999998442e+01,8.490895449999999300e+01,8.579805349999999464e+01,8.760935624999999050e+01,8.943957599999998820e+01
7.524635999999999569e+01,8.057525999999998589e+01,8.599965999999999156e+01,8.689735999999999194e+01,8.872905000000000086e+01,9.057983999999999014e+01
7.557786600000000021e+01,8.093851349999999911e+01,8.639601099999998723e+01,8.730640099999999393e+01,8.915526750000000789e+01,9.102350400000000263e+01
