2.932850045000000705e+01,2.599593790000001547e+01,1.739171925000000840e+01,1.565350240000000781e+01,1.389718855000000985e+01,1.301948405000001685e+01
2.817495400000001382e+01,2.478035800000000677e+01,1.602646000000001436e+01,1.425116800000000694e+01,1.245730600000001687e+01,1.155666100000000540e+01
2.810245350000000997e+01,2.469663700000000972e+01,1.592447749999999473e+01,1.413851200000000574e+01,1.233377649999999903e+01,1.142343150000002083e+01
2.791872470000001272e+01,2.450682640000000845e+01,1.571542050000000756e+01,1.392787839999999733e+01,1.212157930000000761e+01,1.121186480000000074e+01
2.780498149999999669e+01,2.440561300000000244e+01,1.562199750000000620e+01,1.385204800000001057e+01,1.206372850000001051e+01,1.117278350000000842e+01
2.757254000000001781e+01,2.413897000000000048e+01,1.529895000000000493e+01,1.349680000000000746e+01,1.167568000000001405e+01,1.075563500000001227e+01
2.725016800000000217e+01,2.382214600000000360e+01,1.496797000000000821e+01,1.318153600000000836e+01,1.137653200000001164e+01,1.047588700000000017e+01
2.659731075000000544e+01,2.313077050000001122e+01,1.418775875000001463e+01,1.237645600000000456e+01,1.054623625000000686e+01,9.628761750000009556e+00
2.564943000000002371e+01,2.214076000000000022e+01,1.308545000000000869e+01,1.125376000000001397e+01,9.402969999999996276e+00,8.476620000000011146e+00
2.532187050000001705e+01,2.178975099999999543e+01,1.268488250000000050e+01,1.083601600000000076e+01,8.967779499999991799e+00,8.028334499999999707e+00
