5.499687818181817534e+01,5.692573696587807319e+01,6.143420521702127246e+01,6.492683785207100300e+01,6.562954460526314904e+01,7.519827855869242228e+01
6.177631811236557979e+01,6.333655809308599061e+01,6.829892853960343757e+01,7.030682312727270755e+01,7.458392254263564780e+01,7.766047204677060734e+01
6.296096591817572374e+01,6.441367852896725310e+01,7.188307572727272543e+01,7.509703513222748938e+01,7.622392606689342642e+01,7.929304502262442611e+01
6.926773482432430740e+01,6.956882141165917233e+01,7.619660829268292446e+01,7.925818095090909310e+01,8.025160183516481993e+01,8.302890709227129662e+01
7.006316501047616896e+01,7.102070728436017077e+01,7.641887721403912792e+01,8.002176542904761902e+01,8.305468547649918776e+01,8.647348576530612263e+01
7.016849588571427887e+01,7.109678045080090669e+01,7.823752964342722294e+01,8.204128834911718116e+01,8.386140418994412471e+01,8.689038665343659318e+01
7.044348433962264266e+01,7.373305907834100026e+01,8.010391707776427950e+01,8.207135299999998779e+01,8.426324610747126087e+01,8.702711259487590212e+01
7.258731325238095167e+01,7.567779079710143719e+01,8.035100708569183325e+01,8.339465468561064654e+01,8.459641140640154333e+01,8.935245614890155252e+01
7.266720622857143042e+01,7.599295629611650327e+01,8.087249426073131531e+01,8.410538700000000745e+01,8.507720166979360954e+01,8.952411299999999983e+01
7.537934399999998902e+01,7.697636400000000378e+01,8.195969523253012312e+01,8.416009140770171371e+01,8.588253600000000176e+01,9.137468238830219036e+01
