3.380679158354114122e+01,3.121101966292135899e+01,2.977009517069109279e+01,2.516411387499999464e+01,2.107755642187499845e+01,1.888426693750000496e+01
2.156529451371571682e+01,2.060559625312240328e+01,1.988780134374999875e+01,1.946253595505619316e+01,1.761767812500000119e+01,1.182549547000000345e+01
2.128056596009976076e+01,1.906459562499999194e+01,1.859140000000000370e+01,1.817268562864280312e+01,1.219370537499999685e+01,1.150966999000000435e+01
2.076541291770574915e+01,1.810718177500000436e+01,1.799414803370788007e+01,1.545026380099917596e+01,1.198653149999999812e+01,1.087234900000000337e+01
2.056774950124689028e+01,1.672195393258427742e+01,1.563728750000000822e+01,1.455772689425478461e+01,1.157570540000001458e+01,1.078468839999999673e+01
1.625484538653367750e+01,1.479953558052434737e+01,1.385367060782681747e+01,1.355542325312499941e+01,1.141019875065070188e+01,9.919319655172408545e+00
1.622468600000000905e+01,1.422329245283019361e+01,1.249818341326938054e+01,1.232069683597002374e+01,1.069828952500000341e+01,9.867961599999997446e+00
1.560333965087282770e+01,1.387038372641510264e+01,1.216515203996669747e+01,1.208624712500000520e+01,9.772398746081501386e+00,9.009859448204061039e+00
1.427680149625935080e+01,1.335922659176030969e+01,1.188153962962963384e+01,1.068940647482015116e+01,9.634022500000005707e+00,8.074421666666676600e+00
1.259085168539325572e+01,1.208932923076924126e+01,1.085442857142857598e+01,1.041829800000000361e+01,9.181836549999999875e+00,7.677424187499992669e+00
