4.619621621006048429e+01,4.334069594148351712e+01,3.657706752326858890e+01,3.078533820966190149e+01,2.646320476129317001e+01,2.251732928381895249e+01
3.659277083076923986e+01,3.368168634664712613e+01,2.883933553380978765e+01,2.712646844791095191e+01,2.320046160017594161e+01,2.116356027735018586e+01
3.614017418263737369e+01,3.269682746152436437e+01,2.720516509796591720e+01,2.308297874848817344e+01,1.899561007146785130e+01,1.799952077270728523e+01
3.578646645274726268e+01,3.197188977803739363e+01,2.482440525877611037e+01,2.121581708535298105e+01,1.866441571852665504e+01,1.730517438189482959e+01
3.514371380054946314e+01,3.138248724299066339e+01,2.414355500641259766e+01,2.059799057240240927e+01,1.791719853809786400e+01,1.656985257230041952e+01
3.489006502527473685e+01,2.886191927570094151e+01,1.943386874491478977e+01,1.754634742652460488e+01,1.447168194237960392e+01,1.324472598357615993e+01
2.804344995589856637e+01,2.538061137940529477e+01,1.898064130051433551e+01,1.597406635188450252e+01,1.296278115183247337e+01,1.074886913418441736e+01
2.733869281938325457e+01,2.344007500000000732e+01,1.793901273030414245e+01,1.561051043545194261e+01,1.276786848167539290e+01,9.392738584680373037e+00
2.706715000000001226e+01,2.308613500000001295e+01,1.687023453646023086e+01,1.461864527220629384e+01,1.131145600000000684e+01,8.547527000000002317e+00
2.657851200000000347e+01,2.234152336448597964e+01,1.679378599999999722e+01,1.320086799999998561e+01,9.669156239692156873e+00,7.849999999999994316e+00
