2.766850111551809732e+01,2.580410359355638406e+01,2.426636480793060713e+01,2.382161559405941986e+01,2.291146691449814554e+01,1.828569386457474621e+01
2.129281314539447223e+01,2.012399614526525582e+01,1.954246472738538998e+01,1.938006237623762829e+01,1.672117157992566305e+01,1.606832369942197047e+01
1.973524043783561055e+01,1.864785845314823476e+01,1.738271554455447188e+01,1.665383605947955559e+01,1.498849996902106341e+01,1.437050462427745856e+01
1.618598514851485959e+01,1.602442289962826649e+01,1.355607472118959222e+01,1.286794995871181158e+01,1.238974139811601560e+01,1.190640528707146473e+01
1.603418217821782576e+01,1.504202583643122715e+01,1.267137314616021371e+01,1.242448822800495911e+01,1.024976070897372082e+01,1.019268275505988974e+01
1.594960443069307665e+01,1.493153475836431809e+01,1.228580648079307025e+01,1.167979190751444740e+01,9.897770024789299015e+00,9.574531722428748282e+00
1.554593564356436808e+01,1.204627509293682053e+01,1.164561110652354614e+01,1.128133887856258610e+01,9.485731284085275661e+00,9.439602023957050392e+00
1.430986113861386677e+01,1.189880669144982583e+01,1.049260000000000659e+01,1.011581474597273989e+01,8.635599999999998388e+00,7.707100000000000506e+00
1.292154170792080237e+01,1.153086319702603113e+01,9.986762262592908002e+00,9.564099999999998047e+00,8.339181705503218467e+00,6.554591532424614009e+00
1.234960000000000591e+01,9.870869529314617807e+00,9.508616542750935707e+00,8.329314776951669330e+00,8.129094695091721334e+00,5.723946303180504458e+00
